I shout,"ตะโกน<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>shouted</td>
<td>shout</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>shouted</td>
<td>shouts</td>
<td>
</td>
<td>shouted</td>
<td>shouting</td>
</tr>
<tr>
<td>you/we/they</td>
<td>shouted</td>
<td>shout</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.255 Top0500",(reg. v) no.255 Top0500
I account,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>accounted</td>
<td>account</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>accounted</td>
<td>accounts</td>
<td>
</td>
<td>accounted</td>
<td>accounting</td>
</tr>
<tr>
<td>you/we/they</td>
<td>accounted</td>
<td>account</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.256 Top0500",(reg. v) no.256 Top0500
I select,"เลือก<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>selected</td>
<td>select</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>selected</td>
<td>selects</td>
<td>
</td>
<td>selected</td>
<td>selecting</td>
</tr>
<tr>
<td>you/we/they</td>
<td>selected</td>
<td>select</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.257 Top0500",(reg. v) no.257 Top0500
I climb,"ปีน<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>climbed</td>
<td>climb</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>climbed</td>
<td>climbs</td>
<td>
</td>
<td>climbed</td>
<td>climbing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>climbed</td>
<td>climb</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.258 Top0500",(reg. v) no.258 Top0500
I contact,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>contacted</td>
<td>contact</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>contacted</td>
<td>contacts</td>
<td>
</td>
<td>contacted</td>
<td>contacting</td>
</tr>
<tr>
<td>you/we/they</td>
<td>contacted</td>
<td>contact</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.259 Top0500",(reg. v) no.259 Top0500
I recall,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>recalled</td>
<td>recall</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>recalled</td>
<td>recalls</td>
<td>
</td>
<td>recalled</td>
<td>recalling</td>
</tr>
<tr>
<td>you/we/they</td>
<td>recalled</td>
<td>recall</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.260 Top0500",(reg. v) no.260 Top0500
I secure,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>secureed</td>
<td>secure</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>secureed</td>
<td>secures</td>
<td>
</td>
<td>secureed</td>
<td>secureing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>secureed</td>
<td>secure</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.261 Top0500",(reg. v) no.261 Top0500
I step,"ขั้นตอนที่<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>steped</td>
<td>step</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>steped</td>
<td>steps</td>
<td>
</td>
<td>steped</td>
<td>steping</td>
</tr>
<tr>
<td>you/we/they</td>
<td>steped</td>
<td>step</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.262 Top0500",(reg. v) no.262 Top0500
I transfer,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>transfered</td>
<td>transfer</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>transfered</td>
<td>transfers</td>
<td>
</td>
<td>transfered</td>
<td>transfering</td>
</tr>
<tr>
<td>you/we/they</td>
<td>transfered</td>
<td>transfer</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.263 Top0500",(reg. v) no.263 Top0500
I welcome,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>welcomeed</td>
<td>welcome</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>welcomeed</td>
<td>welcomes</td>
<td>
</td>
<td>welcomeed</td>
<td>welcomeing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>welcomeed</td>
<td>welcome</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.264 Top0500",(reg. v) no.264 Top0500
I conclude,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>concludeed</td>
<td>conclude</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>concludeed</td>
<td>concludes</td>
<td>
</td>
<td>concludeed</td>
<td>concludeing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>concludeed</td>
<td>conclude</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.265 Top0500",(reg. v) no.265 Top0500
I disappear,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>disappeared</td>
<td>disappear</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>disappeared</td>
<td>disappears</td>
<td>
</td>
<td>disappeared</td>
<td>disappearing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>disappeared</td>
<td>disappear</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.266 Top0500",(reg. v) no.266 Top0500
I display,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>displayed</td>
<td>display</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>displayed</td>
<td>displays</td>
<td>
</td>
<td>displayed</td>
<td>displaying</td>
</tr>
<tr>
<td>you/we/they</td>
<td>displayed</td>
<td>display</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.267 Top0500",(reg. v) no.267 Top0500
I dress,"การแต่งกาย<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>dressed</td>
<td>dress</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>dressed</td>
<td>dresss</td>
<td>
</td>
<td>dressed</td>
<td>dressing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>dressed</td>
<td>dress</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.268 Top0500",(reg. v) no.268 Top0500
I illustrate,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>illustrateed</td>
<td>illustrate</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>illustrateed</td>
<td>illustrates</td>
<td>
</td>
<td>illustrateed</td>
<td>illustrateing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>illustrateed</td>
<td>illustrate</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.269 Top0500",(reg. v) no.269 Top0500
I imply,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>implyed</td>
<td>imply</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>implyed</td>
<td>implys</td>
<td>
</td>
<td>implyed</td>
<td>implying</td>
</tr>
<tr>
<td>you/we/they</td>
<td>implyed</td>
<td>imply</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.270 Top0500",(reg. v) no.270 Top0500
I organise,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>organiseed</td>
<td>organise</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>organiseed</td>
<td>organises</td>
<td>
</td>
<td>organiseed</td>
<td>organiseing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>organiseed</td>
<td>organise</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.271 Top0500",(reg. v) no.271 Top0500
I direct,"โดยตรง<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>directed</td>
<td>direct</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>directed</td>
<td>directs</td>
<td>
</td>
<td>directed</td>
<td>directing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>directed</td>
<td>direct</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.272 Top0500",(reg. v) no.272 Top0500
I escape,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>escapeed</td>
<td>escape</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>escapeed</td>
<td>escapes</td>
<td>
</td>
<td>escapeed</td>
<td>escapeing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>escapeed</td>
<td>escape</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.273 Top0500",(reg. v) no.273 Top0500
I generate,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>generateed</td>
<td>generate</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>generateed</td>
<td>generates</td>
<td>
</td>
<td>generateed</td>
<td>generateing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>generateed</td>
<td>generate</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.274 Top0500",(reg. v) no.274 Top0500
I investigate,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>investigateed</td>
<td>investigate</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>investigateed</td>
<td>investigates</td>
<td>
</td>
<td>investigateed</td>
<td>investigateing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>investigateed</td>
<td>investigate</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.275 Top0500",(reg. v) no.275 Top0500
I remind,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>reminded</td>
<td>remind</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>reminded</td>
<td>reminds</td>
<td>
</td>
<td>reminded</td>
<td>reminding</td>
</tr>
<tr>
<td>you/we/they</td>
<td>reminded</td>
<td>remind</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.276 Top0500",(reg. v) no.276 Top0500
I advise,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>adviseed</td>
<td>advise</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>adviseed</td>
<td>advises</td>
<td>
</td>
<td>adviseed</td>
<td>adviseing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>adviseed</td>
<td>advise</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.277 Top0500",(reg. v) no.277 Top0500
I afford,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>afforded</td>
<td>afford</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>afforded</td>
<td>affords</td>
<td>
</td>
<td>afforded</td>
<td>affording</td>
</tr>
<tr>
<td>you/we/they</td>
<td>afforded</td>
<td>afford</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.278 Top0500",(reg. v) no.278 Top0500
I earn,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>earned</td>
<td>earn</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>earned</td>
<td>earns</td>
<td>
</td>
<td>earned</td>
<td>earning</td>
</tr>
<tr>
<td>you/we/they</td>
<td>earned</td>
<td>earn</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.279 Top0500",(reg. v) no.279 Top0500
I hand,"มือ<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>handed</td>
<td>hand</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>handed</td>
<td>hands</td>
<td>
</td>
<td>handed</td>
<td>handing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>handed</td>
<td>hand</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.280 Top0500",(reg. v) no.280 Top0500
I inform,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>informed</td>
<td>inform</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>informed</td>
<td>informs</td>
<td>
</td>
<td>informed</td>
<td>informing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>informed</td>
<td>inform</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.281 Top0500",(reg. v) no.281 Top0500
I rely,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>relyed</td>
<td>rely</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>relyed</td>
<td>relys</td>
<td>
</td>
<td>relyed</td>
<td>relying</td>
</tr>
<tr>
<td>you/we/they</td>
<td>relyed</td>
<td>rely</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.282 Top0500",(reg. v) no.282 Top0500
I succeed,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>succeeded</td>
<td>succeed</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>succeeded</td>
<td>succeeds</td>
<td>
</td>
<td>succeeded</td>
<td>succeeding</td>
</tr>
<tr>
<td>you/we/they</td>
<td>succeeded</td>
<td>succeed</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.283 Top0500",(reg. v) no.283 Top0500
I approve,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>approveed</td>
<td>approve</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>approveed</td>
<td>approves</td>
<td>
</td>
<td>approveed</td>
<td>approveing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>approveed</td>
<td>approve</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.284 Top0500",(reg. v) no.284 Top0500
I fear,"ความกลัว<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>feared</td>
<td>fear</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>feared</td>
<td>fears</td>
<td>
</td>
<td>feared</td>
<td>fearing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>feared</td>
<td>fear</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.285 Top0500",(reg. v) no.285 Top0500
I vote,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>voteed</td>
<td>vote</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>voteed</td>
<td>votes</td>
<td>
</td>
<td>voteed</td>
<td>voteing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>voteed</td>
<td>vote</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.286 Top0500",(reg. v) no.286 Top0500
I conduct,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>conducted</td>
<td>conduct</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>conducted</td>
<td>conducts</td>
<td>
</td>
<td>conducted</td>
<td>conducting</td>
</tr>
<tr>
<td>you/we/they</td>
<td>conducted</td>
<td>conduct</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.287 Top0500",(reg. v) no.287 Top0500
I cope,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>copeed</td>
<td>cope</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>copeed</td>
<td>copes</td>
<td>
</td>
<td>copeed</td>
<td>copeing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>copeed</td>
<td>cope</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.288 Top0500",(reg. v) no.288 Top0500
I derive,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>deriveed</td>
<td>derive</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>deriveed</td>
<td>derives</td>
<td>
</td>
<td>deriveed</td>
<td>deriveing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>deriveed</td>
<td>derive</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.289 Top0500",(reg. v) no.289 Top0500
I elect,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>elected</td>
<td>elect</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>elected</td>
<td>elects</td>
<td>
</td>
<td>elected</td>
<td>electing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>elected</td>
<td>elect</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.290 Top0500",(reg. v) no.290 Top0500
I gather,"รวบรวม<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>gathered</td>
<td>gather</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>gathered</td>
<td>gathers</td>
<td>
</td>
<td>gathered</td>
<td>gathering</td>
</tr>
<tr>
<td>you/we/they</td>
<td>gathered</td>
<td>gather</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.291 Top0500",(reg. v) no.291 Top0500
I jump,"กระโดด<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>jumped</td>
<td>jump</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>jumped</td>
<td>jumps</td>
<td>
</td>
<td>jumped</td>
<td>jumping</td>
</tr>
<tr>
<td>you/we/they</td>
<td>jumped</td>
<td>jump</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.292 Top0500",(reg. v) no.292 Top0500
I last,"สุดท้าย<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>lasted</td>
<td>last</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>lasted</td>
<td>lasts</td>
<td>
</td>
<td>lasted</td>
<td>lasting</td>
</tr>
<tr>
<td>you/we/they</td>
<td>lasted</td>
<td>last</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.293 Top0500",(reg. v) no.293 Top0500
I match,"การแข่งขัน<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>matched</td>
<td>match</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>matched</td>
<td>matchs</td>
<td>
</td>
<td>matched</td>
<td>matching</td>
</tr>
<tr>
<td>you/we/they</td>
<td>matched</td>
<td>match</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.294 Top0500",(reg. v) no.294 Top0500
I matter,"เรื่อง<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>mattered</td>
<td>matter</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>mattered</td>
<td>matters</td>
<td>
</td>
<td>mattered</td>
<td>mattering</td>
</tr>
<tr>
<td>you/we/they</td>
<td>mattered</td>
<td>matter</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.295 Top0500",(reg. v) no.295 Top0500
I persuade,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>persuadeed</td>
<td>persuade</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>persuadeed</td>
<td>persuades</td>
<td>
</td>
<td>persuadeed</td>
<td>persuadeing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>persuadeed</td>
<td>persuade</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.296 Top0500",(reg. v) no.296 Top0500
I estimate,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>estimateed</td>
<td>estimate</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>estimateed</td>
<td>estimates</td>
<td>
</td>
<td>estimateed</td>
<td>estimateing</td>
</tr>
<tr>
<td>you/we/they</td>
<td>estimateed</td>
<td>estimate</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.297 Top0500",(reg. v) no.297 Top0500
I recover,"<br><br><table style=""text-align: left"">
<tr>
<th></th>
<th>past</th>
<th>present</th>
<th></th>
<th>perfect</th>
<th>continuous</th>
</tr>
<tr>
<td>I</td>
<td>recovered</td>
<td>recover</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
<tr>
<td>he/she/it</td>
<td>recovered</td>
<td>recovers</td>
<td>
</td>
<td>recovered</td>
<td>recovering</td>
</tr>
<tr>
<td>you/we/they</td>
<td>recovered</td>
<td>recover</td>
<td>
</td>
<td>
</td>
<td>
</td>
</tr>
</table><br><br>(reg. v) no.298 Top0500",(reg. v) no.298 Top0500
